,names,labels
12,dreams,0
13,dreams,0
14,dreams,0
15,dreams,0
16,dreams,0
17,dreams,0
18,dreams,0
19,dreams,0
20,dreams,0
21,dreams,0
22,gambling,0
23,gambling,0
24,gambling,0
25,gambling,0
26,gambling,0
27,gambling,0
28,gambling,0
29,gambling,0
30,gambling,0
31,gambling,0
42,ice_cream,1
43,ice_cream,1
44,ice_cream,1
45,ice_cream,1
46,ice_cream,1
47,ice_cream,1
48,ice_cream,1
49,ice_cream,1
50,ice_cream,1
51,ice_cream,1
213,pyramid,1
214,pyramid,1
215,pyramid,1
216,pyramid,1
217,pyramid,1
218,pyramid,1
219,pyramid,1
220,pyramid,1
221,pyramid,1
222,pyramid,1
0,skiing,1
234,skiing,1
235,skiing,1
236,skiing,1
237,skiing,1
238,skiing,1
239,skiing,1
240,skiing,1
241,skiing,1
242,skiing,1
62,astronaut,2
63,astronaut,2
64,astronaut,2
65,astronaut,2
66,astronaut,2
67,astronaut,2
68,astronaut,2
69,astronaut,2
70,astronaut,2
71,astronaut,2
193,polar_bear,3
194,polar_bear,3
195,polar_bear,3
196,polar_bear,3
197,polar_bear,3
198,polar_bear,3
199,polar_bear,3
200,polar_bear,3
201,polar_bear,3
202,polar_bear,3
141,bone_fracture,4
142,bone_fracture,4
143,bone_fracture,4
144,bone_fracture,4
145,bone_fracture,4
146,bone_fracture,4
147,bone_fracture,4
148,bone_fracture,4
149,bone_fracture,4
150,bone_fracture,4
151,bone_fracture,4
72,computer_graphics,4
73,computer_graphics,4
74,computer_graphics,4
75,computer_graphics,4
76,computer_graphics,4
77,computer_graphics,4
78,computer_graphics,4
79,computer_graphics,4
80,computer_graphics,4
81,computer_graphics,4
173,painter,4
174,painter,4
175,painter,4
176,painter,4
177,painter,4
178,painter,4
179,painter,4
180,painter,4
181,painter,4
182,painter,4
112,tuxedo,5
113,tuxedo,5
114,tuxedo,5
115,tuxedo,5
116,tuxedo,5
117,tuxedo,5
118,tuxedo,5
119,tuxedo,5
120,tuxedo,5
121,tuxedo,5
122,blindness,6
123,blindness,6
124,blindness,6
125,blindness,6
126,blindness,6
127,blindness,6
128,blindness,6
129,blindness,6
130,blindness,6
131,blindness,6
152,infection,6
153,infection,6
154,infection,6
155,infection,6
156,infection,6
157,infection,6
158,infection,6
159,infection,6
160,infection,6
161,infection,6
52,lawn_mower,8
53,lawn_mower,8
54,lawn_mower,8
55,lawn_mower,8
56,lawn_mower,8
57,lawn_mower,8
58,lawn_mower,8
59,lawn_mower,8
60,lawn_mower,8
61,lawn_mower,8
183,owl,8
184,owl,8
185,owl,8
186,owl,8
187,owl,8
188,owl,8
189,owl,8
190,owl,8
191,owl,8
192,owl,8
223,rock_climbing,8
224,rock_climbing,8
225,rock_climbing,8
226,rock_climbing,8
227,rock_climbing,8
228,rock_climbing,8
229,rock_climbing,8
230,rock_climbing,8
231,rock_climbing,8
232,rock_climbing,8
233,rock_climbing,8
162,opera,9
163,opera,9
164,opera,9
165,opera,9
166,opera,9
167,opera,9
168,opera,9
169,opera,9
170,opera,9
171,opera,9
172,opera,9
82,law_school,10
83,law_school,10
84,law_school,10
85,law_school,10
86,law_school,10
87,law_school,10
88,law_school,10
89,law_school,10
90,law_school,10
91,law_school,10
92,pharmacist,10
93,pharmacist,10
94,pharmacist,10
95,pharmacist,10
96,pharmacist,10
97,pharmacist,10
98,pharmacist,10
99,pharmacist,10
100,pharmacist,10
101,pharmacist,10
102,stress,10
103,stress,10
104,stress,10
105,stress,10
106,stress,10
107,stress,10
108,stress,10
109,stress,10
110,stress,10
111,stress,10
1,beekeeping,11
2,beekeeping,11
3,beekeeping,11
4,beekeeping,11
5,beekeeping,11
6,beekeeping,11
7,beekeeping,11
8,beekeeping,11
9,beekeeping,11
10,beekeeping,11
11,beekeeping,11
132,taste,11
133,taste,11
134,taste,11
135,taste,11
136,taste,11
137,taste,11
138,taste,11
139,taste,11
140,taste,11
203,castle,12
204,castle,12
205,castle,12
206,castle,12
207,castle,12
208,castle,12
209,castle,12
210,castle,12
211,castle,12
212,castle,12
32,hurricane,12
33,hurricane,12
34,hurricane,12
35,hurricane,12
36,hurricane,12
37,hurricane,12
38,hurricane,12
39,hurricane,12
40,hurricane,12
41,hurricane,12
