,names,labels
22,gambling,0
23,gambling,0
24,gambling,0
25,gambling,0
26,gambling,0
27,gambling,0
28,gambling,0
29,gambling,0
30,gambling,0
31,gambling,0
82,law_school,0
83,law_school,0
84,law_school,0
85,law_school,0
86,law_school,0
87,law_school,0
88,law_school,0
89,law_school,0
90,law_school,0
91,law_school,0
92,pharmacist,0
93,pharmacist,0
94,pharmacist,0
95,pharmacist,0
96,pharmacist,0
97,pharmacist,0
98,pharmacist,0
99,pharmacist,0
100,pharmacist,0
101,pharmacist,0
52,lawn_mower,1
53,lawn_mower,1
54,lawn_mower,1
55,lawn_mower,1
56,lawn_mower,1
57,lawn_mower,1
58,lawn_mower,1
59,lawn_mower,1
60,lawn_mower,1
61,lawn_mower,1
203,castle,2
204,castle,2
205,castle,2
206,castle,2
207,castle,2
208,castle,2
209,castle,2
210,castle,2
211,castle,2
212,castle,2
32,hurricane,2
33,hurricane,2
34,hurricane,2
35,hurricane,2
36,hurricane,2
37,hurricane,2
38,hurricane,2
39,hurricane,2
40,hurricane,2
41,hurricane,2
183,owl,2
184,owl,2
185,owl,2
186,owl,2
187,owl,2
188,owl,2
189,owl,2
190,owl,2
191,owl,2
192,owl,2
193,polar_bear,2
194,polar_bear,2
195,polar_bear,2
196,polar_bear,2
197,polar_bear,2
198,polar_bear,2
199,polar_bear,2
200,polar_bear,2
201,polar_bear,2
202,polar_bear,2
213,pyramid,2
214,pyramid,2
215,pyramid,2
216,pyramid,2
217,pyramid,2
218,pyramid,2
219,pyramid,2
220,pyramid,2
221,pyramid,2
222,pyramid,2
223,rock_climbing,2
224,rock_climbing,2
225,rock_climbing,2
226,rock_climbing,2
227,rock_climbing,2
228,rock_climbing,2
229,rock_climbing,2
230,rock_climbing,2
231,rock_climbing,2
232,rock_climbing,2
233,rock_climbing,2
0,skiing,2
234,skiing,2
235,skiing,2
236,skiing,2
237,skiing,2
238,skiing,2
239,skiing,2
240,skiing,2
241,skiing,2
242,skiing,2
112,tuxedo,3
113,tuxedo,3
114,tuxedo,3
115,tuxedo,3
116,tuxedo,3
117,tuxedo,3
118,tuxedo,3
119,tuxedo,3
120,tuxedo,3
121,tuxedo,3
62,astronaut,4
63,astronaut,4
64,astronaut,4
65,astronaut,4
66,astronaut,4
67,astronaut,4
68,astronaut,4
69,astronaut,4
70,astronaut,4
71,astronaut,4
72,computer_graphics,4
73,computer_graphics,4
74,computer_graphics,4
75,computer_graphics,4
76,computer_graphics,4
77,computer_graphics,4
78,computer_graphics,4
79,computer_graphics,4
80,computer_graphics,4
81,computer_graphics,4
162,opera,4
163,opera,4
164,opera,4
165,opera,4
166,opera,4
167,opera,4
168,opera,4
169,opera,4
170,opera,4
171,opera,4
172,opera,4
173,painter,4
174,painter,4
175,painter,4
176,painter,4
177,painter,4
178,painter,4
179,painter,4
180,painter,4
181,painter,4
182,painter,4
12,dreams,5
13,dreams,5
14,dreams,5
15,dreams,5
16,dreams,5
17,dreams,5
18,dreams,5
19,dreams,5
20,dreams,5
21,dreams,5
102,stress,5
103,stress,5
104,stress,5
105,stress,5
106,stress,5
107,stress,5
108,stress,5
109,stress,5
110,stress,5
111,stress,5
122,blindness,6
123,blindness,6
124,blindness,6
125,blindness,6
126,blindness,6
127,blindness,6
128,blindness,6
129,blindness,6
130,blindness,6
131,blindness,6
141,bone_fracture,6
142,bone_fracture,6
143,bone_fracture,6
144,bone_fracture,6
145,bone_fracture,6
146,bone_fracture,6
147,bone_fracture,6
148,bone_fracture,6
149,bone_fracture,6
150,bone_fracture,6
151,bone_fracture,6
152,infection,6
153,infection,6
154,infection,6
155,infection,6
156,infection,6
157,infection,6
158,infection,6
159,infection,6
160,infection,6
161,infection,6
1,beekeeping,7
2,beekeeping,7
3,beekeeping,7
4,beekeeping,7
5,beekeeping,7
6,beekeeping,7
7,beekeeping,7
8,beekeeping,7
9,beekeeping,7
10,beekeeping,7
11,beekeeping,7
42,ice_cream,7
43,ice_cream,7
44,ice_cream,7
45,ice_cream,7
46,ice_cream,7
47,ice_cream,7
48,ice_cream,7
49,ice_cream,7
50,ice_cream,7
51,ice_cream,7
132,taste,7
133,taste,7
134,taste,7
135,taste,7
136,taste,7
137,taste,7
138,taste,7
139,taste,7
140,taste,7
