,names,labels
62,astronaut,0
63,astronaut,0
64,astronaut,0
65,astronaut,0
66,astronaut,0
67,astronaut,0
68,astronaut,0
69,astronaut,0
70,astronaut,0
71,astronaut,0
1,beekeeping,0
2,beekeeping,0
3,beekeeping,0
4,beekeeping,0
5,beekeeping,0
6,beekeeping,0
7,beekeeping,0
8,beekeeping,0
9,beekeeping,0
10,beekeeping,0
11,beekeeping,0
203,castle,0
204,castle,0
205,castle,0
206,castle,0
207,castle,0
208,castle,0
209,castle,0
210,castle,0
211,castle,0
212,castle,0
32,hurricane,0
33,hurricane,0
34,hurricane,0
35,hurricane,0
36,hurricane,0
37,hurricane,0
38,hurricane,0
39,hurricane,0
40,hurricane,0
41,hurricane,0
42,ice_cream,0
43,ice_cream,0
44,ice_cream,0
45,ice_cream,0
46,ice_cream,0
47,ice_cream,0
48,ice_cream,0
49,ice_cream,0
50,ice_cream,0
51,ice_cream,0
52,lawn_mower,0
53,lawn_mower,0
54,lawn_mower,0
55,lawn_mower,0
56,lawn_mower,0
57,lawn_mower,0
58,lawn_mower,0
59,lawn_mower,0
60,lawn_mower,0
61,lawn_mower,0
183,owl,0
184,owl,0
185,owl,0
186,owl,0
187,owl,0
188,owl,0
189,owl,0
190,owl,0
191,owl,0
192,owl,0
193,polar_bear,0
194,polar_bear,0
195,polar_bear,0
196,polar_bear,0
197,polar_bear,0
198,polar_bear,0
199,polar_bear,0
200,polar_bear,0
201,polar_bear,0
202,polar_bear,0
213,pyramid,0
214,pyramid,0
215,pyramid,0
216,pyramid,0
217,pyramid,0
218,pyramid,0
219,pyramid,0
220,pyramid,0
221,pyramid,0
222,pyramid,0
223,rock_climbing,0
224,rock_climbing,0
225,rock_climbing,0
226,rock_climbing,0
227,rock_climbing,0
228,rock_climbing,0
229,rock_climbing,0
230,rock_climbing,0
231,rock_climbing,0
232,rock_climbing,0
233,rock_climbing,0
0,skiing,0
234,skiing,0
235,skiing,0
236,skiing,0
237,skiing,0
238,skiing,0
239,skiing,0
240,skiing,0
241,skiing,0
242,skiing,0
122,blindness,1
123,blindness,1
124,blindness,1
125,blindness,1
126,blindness,1
127,blindness,1
128,blindness,1
129,blindness,1
130,blindness,1
131,blindness,1
141,bone_fracture,1
142,bone_fracture,1
143,bone_fracture,1
144,bone_fracture,1
145,bone_fracture,1
146,bone_fracture,1
147,bone_fracture,1
148,bone_fracture,1
149,bone_fracture,1
150,bone_fracture,1
151,bone_fracture,1
72,computer_graphics,1
73,computer_graphics,1
74,computer_graphics,1
75,computer_graphics,1
76,computer_graphics,1
77,computer_graphics,1
78,computer_graphics,1
79,computer_graphics,1
80,computer_graphics,1
81,computer_graphics,1
12,dreams,1
13,dreams,1
14,dreams,1
15,dreams,1
16,dreams,1
17,dreams,1
18,dreams,1
19,dreams,1
20,dreams,1
21,dreams,1
22,gambling,1
23,gambling,1
24,gambling,1
25,gambling,1
26,gambling,1
27,gambling,1
28,gambling,1
29,gambling,1
30,gambling,1
31,gambling,1
152,infection,1
153,infection,1
154,infection,1
155,infection,1
156,infection,1
157,infection,1
158,infection,1
159,infection,1
160,infection,1
161,infection,1
82,law_school,1
83,law_school,1
84,law_school,1
85,law_school,1
86,law_school,1
87,law_school,1
88,law_school,1
89,law_school,1
90,law_school,1
91,law_school,1
162,opera,1
163,opera,1
164,opera,1
165,opera,1
166,opera,1
167,opera,1
168,opera,1
169,opera,1
170,opera,1
171,opera,1
172,opera,1
173,painter,1
174,painter,1
175,painter,1
176,painter,1
177,painter,1
178,painter,1
179,painter,1
180,painter,1
181,painter,1
182,painter,1
92,pharmacist,1
93,pharmacist,1
94,pharmacist,1
95,pharmacist,1
96,pharmacist,1
97,pharmacist,1
98,pharmacist,1
99,pharmacist,1
100,pharmacist,1
101,pharmacist,1
102,stress,1
103,stress,1
104,stress,1
105,stress,1
106,stress,1
107,stress,1
108,stress,1
109,stress,1
110,stress,1
111,stress,1
132,taste,1
133,taste,1
134,taste,1
135,taste,1
136,taste,1
137,taste,1
138,taste,1
139,taste,1
140,taste,1
112,tuxedo,1
113,tuxedo,1
114,tuxedo,1
115,tuxedo,1
116,tuxedo,1
117,tuxedo,1
118,tuxedo,1
119,tuxedo,1
120,tuxedo,1
121,tuxedo,1
