,names,labels
12,dreams,0
13,dreams,0
14,dreams,0
15,dreams,0
16,dreams,0
17,dreams,0
18,dreams,0
19,dreams,0
20,dreams,0
21,dreams,0
102,stress,0
103,stress,0
104,stress,0
105,stress,0
106,stress,0
107,stress,0
108,stress,0
109,stress,0
110,stress,0
111,stress,0
132,taste,0
133,taste,0
134,taste,0
135,taste,0
136,taste,0
137,taste,0
138,taste,0
139,taste,0
140,taste,0
1,beekeeping,1
2,beekeeping,1
3,beekeeping,1
4,beekeeping,1
5,beekeeping,1
6,beekeeping,1
7,beekeeping,1
8,beekeeping,1
9,beekeeping,1
10,beekeeping,1
11,beekeeping,1
32,hurricane,1
33,hurricane,1
34,hurricane,1
35,hurricane,1
36,hurricane,1
37,hurricane,1
38,hurricane,1
39,hurricane,1
40,hurricane,1
41,hurricane,1
52,lawn_mower,1
53,lawn_mower,1
54,lawn_mower,1
55,lawn_mower,1
56,lawn_mower,1
57,lawn_mower,1
58,lawn_mower,1
59,lawn_mower,1
60,lawn_mower,1
61,lawn_mower,1
183,owl,1
184,owl,1
185,owl,1
186,owl,1
187,owl,1
188,owl,1
189,owl,1
190,owl,1
191,owl,1
192,owl,1
22,gambling,2
23,gambling,2
24,gambling,2
25,gambling,2
26,gambling,2
27,gambling,2
28,gambling,2
29,gambling,2
30,gambling,2
31,gambling,2
82,law_school,2
83,law_school,2
84,law_school,2
85,law_school,2
86,law_school,2
87,law_school,2
88,law_school,2
89,law_school,2
90,law_school,2
91,law_school,2
162,opera,2
163,opera,2
164,opera,2
165,opera,2
166,opera,2
167,opera,2
168,opera,2
169,opera,2
170,opera,2
171,opera,2
172,opera,2
92,pharmacist,2
93,pharmacist,2
94,pharmacist,2
95,pharmacist,2
96,pharmacist,2
97,pharmacist,2
98,pharmacist,2
99,pharmacist,2
100,pharmacist,2
101,pharmacist,2
62,astronaut,3
63,astronaut,3
64,astronaut,3
65,astronaut,3
66,astronaut,3
67,astronaut,3
68,astronaut,3
69,astronaut,3
70,astronaut,3
71,astronaut,3
203,castle,3
204,castle,3
205,castle,3
206,castle,3
207,castle,3
208,castle,3
209,castle,3
210,castle,3
211,castle,3
212,castle,3
42,ice_cream,3
43,ice_cream,3
44,ice_cream,3
45,ice_cream,3
46,ice_cream,3
47,ice_cream,3
48,ice_cream,3
49,ice_cream,3
50,ice_cream,3
51,ice_cream,3
213,pyramid,3
214,pyramid,3
215,pyramid,3
216,pyramid,3
217,pyramid,3
218,pyramid,3
219,pyramid,3
220,pyramid,3
221,pyramid,3
222,pyramid,3
193,polar_bear,4
194,polar_bear,4
195,polar_bear,4
196,polar_bear,4
197,polar_bear,4
198,polar_bear,4
199,polar_bear,4
200,polar_bear,4
201,polar_bear,4
202,polar_bear,4
223,rock_climbing,4
224,rock_climbing,4
225,rock_climbing,4
226,rock_climbing,4
227,rock_climbing,4
228,rock_climbing,4
229,rock_climbing,4
230,rock_climbing,4
231,rock_climbing,4
232,rock_climbing,4
233,rock_climbing,4
0,skiing,4
234,skiing,4
235,skiing,4
236,skiing,4
237,skiing,4
238,skiing,4
239,skiing,4
240,skiing,4
241,skiing,4
242,skiing,4
122,blindness,5
123,blindness,5
124,blindness,5
125,blindness,5
126,blindness,5
127,blindness,5
128,blindness,5
129,blindness,5
130,blindness,5
131,blindness,5
141,bone_fracture,5
142,bone_fracture,5
143,bone_fracture,5
144,bone_fracture,5
145,bone_fracture,5
146,bone_fracture,5
147,bone_fracture,5
148,bone_fracture,5
149,bone_fracture,5
150,bone_fracture,5
151,bone_fracture,5
72,computer_graphics,5
73,computer_graphics,5
74,computer_graphics,5
75,computer_graphics,5
76,computer_graphics,5
77,computer_graphics,5
78,computer_graphics,5
79,computer_graphics,5
80,computer_graphics,5
81,computer_graphics,5
152,infection,5
153,infection,5
154,infection,5
155,infection,5
156,infection,5
157,infection,5
158,infection,5
159,infection,5
160,infection,5
161,infection,5
173,painter,5
174,painter,5
175,painter,5
176,painter,5
177,painter,5
178,painter,5
179,painter,5
180,painter,5
181,painter,5
182,painter,5
112,tuxedo,5
113,tuxedo,5
114,tuxedo,5
115,tuxedo,5
116,tuxedo,5
117,tuxedo,5
118,tuxedo,5
119,tuxedo,5
120,tuxedo,5
121,tuxedo,5
