,names,labels
122,blindness,0
123,blindness,0
124,blindness,0
125,blindness,0
126,blindness,0
127,blindness,0
128,blindness,0
129,blindness,0
130,blindness,0
131,blindness,0
162,opera,0
163,opera,0
164,opera,0
165,opera,0
166,opera,0
167,opera,0
168,opera,0
169,opera,0
170,opera,0
171,opera,0
172,opera,0
173,painter,0
174,painter,0
175,painter,0
176,painter,0
177,painter,0
178,painter,0
179,painter,0
180,painter,0
181,painter,0
182,painter,0
141,bone_fracture,1
142,bone_fracture,1
143,bone_fracture,1
144,bone_fracture,1
145,bone_fracture,1
146,bone_fracture,1
147,bone_fracture,1
148,bone_fracture,1
149,bone_fracture,1
150,bone_fracture,1
151,bone_fracture,1
52,lawn_mower,1
53,lawn_mower,1
54,lawn_mower,1
55,lawn_mower,1
56,lawn_mower,1
57,lawn_mower,1
58,lawn_mower,1
59,lawn_mower,1
60,lawn_mower,1
61,lawn_mower,1
0,skiing,1
234,skiing,1
235,skiing,1
236,skiing,1
237,skiing,1
238,skiing,1
239,skiing,1
240,skiing,1
241,skiing,1
242,skiing,1
62,astronaut,2
63,astronaut,2
64,astronaut,2
65,astronaut,2
66,astronaut,2
67,astronaut,2
68,astronaut,2
69,astronaut,2
70,astronaut,2
71,astronaut,2
203,castle,2
204,castle,2
205,castle,2
206,castle,2
207,castle,2
208,castle,2
209,castle,2
210,castle,2
211,castle,2
212,castle,2
223,rock_climbing,2
224,rock_climbing,2
225,rock_climbing,2
226,rock_climbing,2
227,rock_climbing,2
228,rock_climbing,2
229,rock_climbing,2
230,rock_climbing,2
231,rock_climbing,2
232,rock_climbing,2
233,rock_climbing,2
132,taste,2
133,taste,2
134,taste,2
135,taste,2
136,taste,2
137,taste,2
138,taste,2
139,taste,2
140,taste,2
32,hurricane,3
33,hurricane,3
34,hurricane,3
35,hurricane,3
36,hurricane,3
37,hurricane,3
38,hurricane,3
39,hurricane,3
40,hurricane,3
41,hurricane,3
152,infection,4
153,infection,4
154,infection,4
155,infection,4
156,infection,4
157,infection,4
158,infection,4
159,infection,4
160,infection,4
161,infection,4
193,polar_bear,4
194,polar_bear,4
195,polar_bear,4
196,polar_bear,4
197,polar_bear,4
198,polar_bear,4
199,polar_bear,4
200,polar_bear,4
201,polar_bear,4
202,polar_bear,4
72,computer_graphics,5
73,computer_graphics,5
74,computer_graphics,5
75,computer_graphics,5
76,computer_graphics,5
77,computer_graphics,5
78,computer_graphics,5
79,computer_graphics,5
80,computer_graphics,5
81,computer_graphics,5
22,gambling,5
23,gambling,5
24,gambling,5
25,gambling,5
26,gambling,5
27,gambling,5
28,gambling,5
29,gambling,5
30,gambling,5
31,gambling,5
82,law_school,5
83,law_school,5
84,law_school,5
85,law_school,5
86,law_school,5
87,law_school,5
88,law_school,5
89,law_school,5
90,law_school,5
91,law_school,5
12,dreams,6
13,dreams,6
14,dreams,6
15,dreams,6
16,dreams,6
17,dreams,6
18,dreams,6
19,dreams,6
20,dreams,6
21,dreams,6
102,stress,6
103,stress,6
104,stress,6
105,stress,6
106,stress,6
107,stress,6
108,stress,6
109,stress,6
110,stress,6
111,stress,6
42,ice_cream,7
43,ice_cream,7
44,ice_cream,7
45,ice_cream,7
46,ice_cream,7
47,ice_cream,7
48,ice_cream,7
49,ice_cream,7
50,ice_cream,7
51,ice_cream,7
112,tuxedo,7
113,tuxedo,7
114,tuxedo,7
115,tuxedo,7
116,tuxedo,7
117,tuxedo,7
118,tuxedo,7
119,tuxedo,7
120,tuxedo,7
121,tuxedo,7
92,pharmacist,8
93,pharmacist,8
94,pharmacist,8
95,pharmacist,8
96,pharmacist,8
97,pharmacist,8
98,pharmacist,8
99,pharmacist,8
100,pharmacist,8
101,pharmacist,8
1,beekeeping,9
2,beekeeping,9
3,beekeeping,9
4,beekeeping,9
5,beekeeping,9
6,beekeeping,9
7,beekeeping,9
8,beekeeping,9
9,beekeeping,9
10,beekeeping,9
11,beekeeping,9
183,owl,9
184,owl,9
185,owl,9
186,owl,9
187,owl,9
188,owl,9
189,owl,9
190,owl,9
191,owl,9
192,owl,9
213,pyramid,9
214,pyramid,9
215,pyramid,9
216,pyramid,9
217,pyramid,9
218,pyramid,9
219,pyramid,9
220,pyramid,9
221,pyramid,9
222,pyramid,9
