,names,labels
122,blindness,0
123,blindness,0
124,blindness,0
125,blindness,0
126,blindness,0
127,blindness,0
128,blindness,0
129,blindness,0
130,blindness,0
131,blindness,0
141,bone_fracture,0
142,bone_fracture,0
143,bone_fracture,0
144,bone_fracture,0
145,bone_fracture,0
146,bone_fracture,0
147,bone_fracture,0
148,bone_fracture,0
149,bone_fracture,0
150,bone_fracture,0
151,bone_fracture,0
152,infection,0
153,infection,0
154,infection,0
155,infection,0
156,infection,0
157,infection,0
158,infection,0
159,infection,0
160,infection,0
161,infection,0
203,castle,1
204,castle,1
205,castle,1
206,castle,1
207,castle,1
208,castle,1
209,castle,1
210,castle,1
211,castle,1
212,castle,1
32,hurricane,1
33,hurricane,1
34,hurricane,1
35,hurricane,1
36,hurricane,1
37,hurricane,1
38,hurricane,1
39,hurricane,1
40,hurricane,1
41,hurricane,1
52,lawn_mower,1
53,lawn_mower,1
54,lawn_mower,1
55,lawn_mower,1
56,lawn_mower,1
57,lawn_mower,1
58,lawn_mower,1
59,lawn_mower,1
60,lawn_mower,1
61,lawn_mower,1
183,owl,1
184,owl,1
185,owl,1
186,owl,1
187,owl,1
188,owl,1
189,owl,1
190,owl,1
191,owl,1
192,owl,1
193,polar_bear,1
194,polar_bear,1
195,polar_bear,1
196,polar_bear,1
197,polar_bear,1
198,polar_bear,1
199,polar_bear,1
200,polar_bear,1
201,polar_bear,1
202,polar_bear,1
213,pyramid,1
214,pyramid,1
215,pyramid,1
216,pyramid,1
217,pyramid,1
218,pyramid,1
219,pyramid,1
220,pyramid,1
221,pyramid,1
222,pyramid,1
223,rock_climbing,1
224,rock_climbing,1
225,rock_climbing,1
226,rock_climbing,1
227,rock_climbing,1
228,rock_climbing,1
229,rock_climbing,1
230,rock_climbing,1
231,rock_climbing,1
232,rock_climbing,1
233,rock_climbing,1
0,skiing,1
234,skiing,1
235,skiing,1
236,skiing,1
237,skiing,1
238,skiing,1
239,skiing,1
240,skiing,1
241,skiing,1
242,skiing,1
62,astronaut,2
63,astronaut,2
64,astronaut,2
65,astronaut,2
66,astronaut,2
67,astronaut,2
68,astronaut,2
69,astronaut,2
70,astronaut,2
71,astronaut,2
72,computer_graphics,2
73,computer_graphics,2
74,computer_graphics,2
75,computer_graphics,2
76,computer_graphics,2
77,computer_graphics,2
78,computer_graphics,2
79,computer_graphics,2
80,computer_graphics,2
81,computer_graphics,2
162,opera,2
163,opera,2
164,opera,2
165,opera,2
166,opera,2
167,opera,2
168,opera,2
169,opera,2
170,opera,2
171,opera,2
172,opera,2
173,painter,2
174,painter,2
175,painter,2
176,painter,2
177,painter,2
178,painter,2
179,painter,2
180,painter,2
181,painter,2
182,painter,2
12,dreams,3
13,dreams,3
14,dreams,3
15,dreams,3
16,dreams,3
17,dreams,3
18,dreams,3
19,dreams,3
20,dreams,3
21,dreams,3
102,stress,3
103,stress,3
104,stress,3
105,stress,3
106,stress,3
107,stress,3
108,stress,3
109,stress,3
110,stress,3
111,stress,3
1,beekeeping,4
2,beekeeping,4
3,beekeeping,4
4,beekeeping,4
5,beekeeping,4
6,beekeeping,4
7,beekeeping,4
8,beekeeping,4
9,beekeeping,4
10,beekeeping,4
11,beekeeping,4
42,ice_cream,5
43,ice_cream,5
44,ice_cream,5
45,ice_cream,5
46,ice_cream,5
47,ice_cream,5
48,ice_cream,5
49,ice_cream,5
50,ice_cream,5
51,ice_cream,5
132,taste,5
133,taste,5
134,taste,5
135,taste,5
136,taste,5
137,taste,5
138,taste,5
139,taste,5
140,taste,5
22,gambling,6
23,gambling,6
24,gambling,6
25,gambling,6
26,gambling,6
27,gambling,6
28,gambling,6
29,gambling,6
30,gambling,6
31,gambling,6
82,law_school,6
83,law_school,6
84,law_school,6
85,law_school,6
86,law_school,6
87,law_school,6
88,law_school,6
89,law_school,6
90,law_school,6
91,law_school,6
92,pharmacist,6
93,pharmacist,6
94,pharmacist,6
95,pharmacist,6
96,pharmacist,6
97,pharmacist,6
98,pharmacist,6
99,pharmacist,6
100,pharmacist,6
101,pharmacist,6
112,tuxedo,7
113,tuxedo,7
114,tuxedo,7
115,tuxedo,7
116,tuxedo,7
117,tuxedo,7
118,tuxedo,7
119,tuxedo,7
120,tuxedo,7
121,tuxedo,7
