,names,labels
122,blindness,0
123,blindness,0
124,blindness,0
125,blindness,0
126,blindness,0
127,blindness,0
128,blindness,0
129,blindness,0
130,blindness,0
131,blindness,0
141,bone_fracture,0
142,bone_fracture,0
143,bone_fracture,0
144,bone_fracture,0
145,bone_fracture,0
146,bone_fracture,0
147,bone_fracture,0
148,bone_fracture,0
149,bone_fracture,0
150,bone_fracture,0
151,bone_fracture,0
152,infection,0
153,infection,0
154,infection,0
155,infection,0
156,infection,0
157,infection,0
158,infection,0
159,infection,0
160,infection,0
161,infection,0
92,pharmacist,0
93,pharmacist,0
94,pharmacist,0
95,pharmacist,0
96,pharmacist,0
97,pharmacist,0
98,pharmacist,0
99,pharmacist,0
100,pharmacist,0
101,pharmacist,0
102,stress,0
103,stress,0
104,stress,0
105,stress,0
106,stress,0
107,stress,0
108,stress,0
109,stress,0
110,stress,0
111,stress,0
1,beekeeping,1
2,beekeeping,1
3,beekeeping,1
4,beekeeping,1
5,beekeeping,1
6,beekeeping,1
7,beekeeping,1
8,beekeeping,1
9,beekeeping,1
10,beekeeping,1
11,beekeeping,1
132,taste,1
133,taste,1
134,taste,1
135,taste,1
136,taste,1
137,taste,1
138,taste,1
139,taste,1
140,taste,1
62,astronaut,2
63,astronaut,2
64,astronaut,2
65,astronaut,2
66,astronaut,2
67,astronaut,2
68,astronaut,2
69,astronaut,2
70,astronaut,2
71,astronaut,2
72,computer_graphics,2
73,computer_graphics,2
74,computer_graphics,2
75,computer_graphics,2
76,computer_graphics,2
77,computer_graphics,2
78,computer_graphics,2
79,computer_graphics,2
80,computer_graphics,2
81,computer_graphics,2
12,dreams,2
13,dreams,2
14,dreams,2
15,dreams,2
16,dreams,2
17,dreams,2
18,dreams,2
19,dreams,2
20,dreams,2
21,dreams,2
22,gambling,2
23,gambling,2
24,gambling,2
25,gambling,2
26,gambling,2
27,gambling,2
28,gambling,2
29,gambling,2
30,gambling,2
31,gambling,2
82,law_school,2
83,law_school,2
84,law_school,2
85,law_school,2
86,law_school,2
87,law_school,2
88,law_school,2
89,law_school,2
90,law_school,2
91,law_school,2
162,opera,2
163,opera,2
164,opera,2
165,opera,2
166,opera,2
167,opera,2
168,opera,2
169,opera,2
170,opera,2
171,opera,2
172,opera,2
173,painter,2
174,painter,2
175,painter,2
176,painter,2
177,painter,2
178,painter,2
179,painter,2
180,painter,2
181,painter,2
182,painter,2
52,lawn_mower,3
53,lawn_mower,3
54,lawn_mower,3
55,lawn_mower,3
56,lawn_mower,3
57,lawn_mower,3
58,lawn_mower,3
59,lawn_mower,3
60,lawn_mower,3
61,lawn_mower,3
223,rock_climbing,3
224,rock_climbing,3
225,rock_climbing,3
226,rock_climbing,3
227,rock_climbing,3
228,rock_climbing,3
229,rock_climbing,3
230,rock_climbing,3
231,rock_climbing,3
232,rock_climbing,3
233,rock_climbing,3
0,skiing,3
234,skiing,3
235,skiing,3
236,skiing,3
237,skiing,3
238,skiing,3
239,skiing,3
240,skiing,3
241,skiing,3
242,skiing,3
203,castle,4
204,castle,4
205,castle,4
206,castle,4
207,castle,4
208,castle,4
209,castle,4
210,castle,4
211,castle,4
212,castle,4
32,hurricane,4
33,hurricane,4
34,hurricane,4
35,hurricane,4
36,hurricane,4
37,hurricane,4
38,hurricane,4
39,hurricane,4
40,hurricane,4
41,hurricane,4
183,owl,4
184,owl,4
185,owl,4
186,owl,4
187,owl,4
188,owl,4
189,owl,4
190,owl,4
191,owl,4
192,owl,4
193,polar_bear,4
194,polar_bear,4
195,polar_bear,4
196,polar_bear,4
197,polar_bear,4
198,polar_bear,4
199,polar_bear,4
200,polar_bear,4
201,polar_bear,4
202,polar_bear,4
213,pyramid,4
214,pyramid,4
215,pyramid,4
216,pyramid,4
217,pyramid,4
218,pyramid,4
219,pyramid,4
220,pyramid,4
221,pyramid,4
222,pyramid,4
42,ice_cream,5
43,ice_cream,5
44,ice_cream,5
45,ice_cream,5
46,ice_cream,5
47,ice_cream,5
48,ice_cream,5
49,ice_cream,5
50,ice_cream,5
51,ice_cream,5
112,tuxedo,5
113,tuxedo,5
114,tuxedo,5
115,tuxedo,5
116,tuxedo,5
117,tuxedo,5
118,tuxedo,5
119,tuxedo,5
120,tuxedo,5
121,tuxedo,5
