,names,labels
1,beekeeping,0
2,beekeeping,0
3,beekeeping,0
4,beekeeping,0
5,beekeeping,0
6,beekeeping,0
7,beekeeping,0
8,beekeeping,0
9,beekeeping,0
10,beekeeping,0
11,beekeeping,0
42,ice_cream,0
43,ice_cream,0
44,ice_cream,0
45,ice_cream,0
46,ice_cream,0
47,ice_cream,0
48,ice_cream,0
49,ice_cream,0
50,ice_cream,0
51,ice_cream,0
132,taste,0
133,taste,0
134,taste,0
135,taste,0
136,taste,0
137,taste,0
138,taste,0
139,taste,0
140,taste,0
112,tuxedo,0
113,tuxedo,0
114,tuxedo,0
115,tuxedo,0
116,tuxedo,0
117,tuxedo,0
118,tuxedo,0
119,tuxedo,0
120,tuxedo,0
121,tuxedo,0
62,astronaut,1
63,astronaut,1
64,astronaut,1
65,astronaut,1
66,astronaut,1
67,astronaut,1
68,astronaut,1
69,astronaut,1
70,astronaut,1
71,astronaut,1
122,blindness,1
123,blindness,1
124,blindness,1
125,blindness,1
126,blindness,1
127,blindness,1
128,blindness,1
129,blindness,1
130,blindness,1
131,blindness,1
72,computer_graphics,1
73,computer_graphics,1
74,computer_graphics,1
75,computer_graphics,1
76,computer_graphics,1
77,computer_graphics,1
78,computer_graphics,1
79,computer_graphics,1
80,computer_graphics,1
81,computer_graphics,1
173,painter,1
174,painter,1
175,painter,1
176,painter,1
177,painter,1
178,painter,1
179,painter,1
180,painter,1
181,painter,1
182,painter,1
203,castle,2
204,castle,2
205,castle,2
206,castle,2
207,castle,2
208,castle,2
209,castle,2
210,castle,2
211,castle,2
212,castle,2
32,hurricane,2
33,hurricane,2
34,hurricane,2
35,hurricane,2
36,hurricane,2
37,hurricane,2
38,hurricane,2
39,hurricane,2
40,hurricane,2
41,hurricane,2
52,lawn_mower,2
53,lawn_mower,2
54,lawn_mower,2
55,lawn_mower,2
56,lawn_mower,2
57,lawn_mower,2
58,lawn_mower,2
59,lawn_mower,2
60,lawn_mower,2
61,lawn_mower,2
183,owl,2
184,owl,2
185,owl,2
186,owl,2
187,owl,2
188,owl,2
189,owl,2
190,owl,2
191,owl,2
192,owl,2
193,polar_bear,2
194,polar_bear,2
195,polar_bear,2
196,polar_bear,2
197,polar_bear,2
198,polar_bear,2
199,polar_bear,2
200,polar_bear,2
201,polar_bear,2
202,polar_bear,2
213,pyramid,2
214,pyramid,2
215,pyramid,2
216,pyramid,2
217,pyramid,2
218,pyramid,2
219,pyramid,2
220,pyramid,2
221,pyramid,2
222,pyramid,2
223,rock_climbing,2
224,rock_climbing,2
225,rock_climbing,2
226,rock_climbing,2
227,rock_climbing,2
228,rock_climbing,2
229,rock_climbing,2
230,rock_climbing,2
231,rock_climbing,2
232,rock_climbing,2
233,rock_climbing,2
0,skiing,2
234,skiing,2
235,skiing,2
236,skiing,2
237,skiing,2
238,skiing,2
239,skiing,2
240,skiing,2
241,skiing,2
242,skiing,2
141,bone_fracture,3
142,bone_fracture,3
143,bone_fracture,3
144,bone_fracture,3
145,bone_fracture,3
146,bone_fracture,3
147,bone_fracture,3
148,bone_fracture,3
149,bone_fracture,3
150,bone_fracture,3
151,bone_fracture,3
152,infection,3
153,infection,3
154,infection,3
155,infection,3
156,infection,3
157,infection,3
158,infection,3
159,infection,3
160,infection,3
161,infection,3
92,pharmacist,3
93,pharmacist,3
94,pharmacist,3
95,pharmacist,3
96,pharmacist,3
97,pharmacist,3
98,pharmacist,3
99,pharmacist,3
100,pharmacist,3
101,pharmacist,3
12,dreams,4
13,dreams,4
14,dreams,4
15,dreams,4
16,dreams,4
17,dreams,4
18,dreams,4
19,dreams,4
20,dreams,4
21,dreams,4
22,gambling,4
23,gambling,4
24,gambling,4
25,gambling,4
26,gambling,4
27,gambling,4
28,gambling,4
29,gambling,4
30,gambling,4
31,gambling,4
82,law_school,4
83,law_school,4
84,law_school,4
85,law_school,4
86,law_school,4
87,law_school,4
88,law_school,4
89,law_school,4
90,law_school,4
91,law_school,4
162,opera,4
163,opera,4
164,opera,4
165,opera,4
166,opera,4
167,opera,4
168,opera,4
169,opera,4
170,opera,4
171,opera,4
172,opera,4
102,stress,4
103,stress,4
104,stress,4
105,stress,4
106,stress,4
107,stress,4
108,stress,4
109,stress,4
110,stress,4
111,stress,4
