,names,labels
12,dreams,0
13,dreams,0
14,dreams,0
15,dreams,0
16,dreams,0
17,dreams,0
18,dreams,0
19,dreams,0
20,dreams,0
21,dreams,0
42,ice_cream,1
43,ice_cream,1
44,ice_cream,1
45,ice_cream,1
46,ice_cream,1
47,ice_cream,1
48,ice_cream,1
49,ice_cream,1
50,ice_cream,1
51,ice_cream,1
62,astronaut,2
63,astronaut,2
64,astronaut,2
65,astronaut,2
66,astronaut,2
67,astronaut,2
68,astronaut,2
69,astronaut,2
70,astronaut,2
71,astronaut,2
162,opera,2
163,opera,2
164,opera,2
165,opera,2
166,opera,2
167,opera,2
168,opera,2
169,opera,2
170,opera,2
171,opera,2
172,opera,2
112,tuxedo,3
113,tuxedo,3
114,tuxedo,3
115,tuxedo,3
116,tuxedo,3
117,tuxedo,3
118,tuxedo,3
119,tuxedo,3
120,tuxedo,3
121,tuxedo,3
213,pyramid,4
214,pyramid,4
215,pyramid,4
216,pyramid,4
217,pyramid,4
218,pyramid,4
219,pyramid,4
220,pyramid,4
221,pyramid,4
222,pyramid,4
223,rock_climbing,4
224,rock_climbing,4
225,rock_climbing,4
226,rock_climbing,4
227,rock_climbing,4
228,rock_climbing,4
229,rock_climbing,4
230,rock_climbing,4
231,rock_climbing,4
232,rock_climbing,4
233,rock_climbing,4
0,skiing,4
234,skiing,4
235,skiing,4
236,skiing,4
237,skiing,4
238,skiing,4
239,skiing,4
240,skiing,4
241,skiing,4
242,skiing,4
122,blindness,5
123,blindness,5
124,blindness,5
125,blindness,5
126,blindness,5
127,blindness,5
128,blindness,5
129,blindness,5
130,blindness,5
131,blindness,5
72,computer_graphics,5
73,computer_graphics,5
74,computer_graphics,5
75,computer_graphics,5
76,computer_graphics,5
77,computer_graphics,5
78,computer_graphics,5
79,computer_graphics,5
80,computer_graphics,5
81,computer_graphics,5
22,gambling,6
23,gambling,6
24,gambling,6
25,gambling,6
26,gambling,6
27,gambling,6
28,gambling,6
29,gambling,6
30,gambling,6
31,gambling,6
92,pharmacist,6
93,pharmacist,6
94,pharmacist,6
95,pharmacist,6
96,pharmacist,6
97,pharmacist,6
98,pharmacist,6
99,pharmacist,6
100,pharmacist,6
101,pharmacist,6
102,stress,6
103,stress,6
104,stress,6
105,stress,6
106,stress,6
107,stress,6
108,stress,6
109,stress,6
110,stress,6
111,stress,6
1,beekeeping,7
2,beekeeping,7
3,beekeeping,7
4,beekeeping,7
5,beekeeping,7
6,beekeeping,7
7,beekeeping,7
8,beekeeping,7
9,beekeeping,7
10,beekeeping,7
11,beekeeping,7
132,taste,7
133,taste,7
134,taste,7
135,taste,7
136,taste,7
137,taste,7
138,taste,7
139,taste,7
140,taste,7
52,lawn_mower,8
53,lawn_mower,8
54,lawn_mower,8
55,lawn_mower,8
56,lawn_mower,8
57,lawn_mower,8
58,lawn_mower,8
59,lawn_mower,8
60,lawn_mower,8
61,lawn_mower,8
82,law_school,9
83,law_school,9
84,law_school,9
85,law_school,9
86,law_school,9
87,law_school,9
88,law_school,9
89,law_school,9
90,law_school,9
91,law_school,9
173,painter,9
174,painter,9
175,painter,9
176,painter,9
177,painter,9
178,painter,9
179,painter,9
180,painter,9
181,painter,9
182,painter,9
183,owl,10
184,owl,10
185,owl,10
186,owl,10
187,owl,10
188,owl,10
189,owl,10
190,owl,10
191,owl,10
192,owl,10
193,polar_bear,10
194,polar_bear,10
195,polar_bear,10
196,polar_bear,10
197,polar_bear,10
198,polar_bear,10
199,polar_bear,10
200,polar_bear,10
201,polar_bear,10
202,polar_bear,10
141,bone_fracture,11
142,bone_fracture,11
143,bone_fracture,11
144,bone_fracture,11
145,bone_fracture,11
146,bone_fracture,11
147,bone_fracture,11
148,bone_fracture,11
149,bone_fracture,11
150,bone_fracture,11
151,bone_fracture,11
152,infection,11
153,infection,11
154,infection,11
155,infection,11
156,infection,11
157,infection,11
158,infection,11
159,infection,11
160,infection,11
161,infection,11
203,castle,12
204,castle,12
205,castle,12
206,castle,12
207,castle,12
208,castle,12
209,castle,12
210,castle,12
211,castle,12
212,castle,12
32,hurricane,12
33,hurricane,12
34,hurricane,12
35,hurricane,12
36,hurricane,12
37,hurricane,12
38,hurricane,12
39,hurricane,12
40,hurricane,12
41,hurricane,12
