,names,labels
52,lawn_mower,0
53,lawn_mower,0
54,lawn_mower,0
55,lawn_mower,0
56,lawn_mower,0
57,lawn_mower,0
58,lawn_mower,0
59,lawn_mower,0
60,lawn_mower,0
61,lawn_mower,0
203,castle,1
204,castle,1
205,castle,1
206,castle,1
207,castle,1
208,castle,1
209,castle,1
210,castle,1
211,castle,1
212,castle,1
32,hurricane,1
33,hurricane,1
34,hurricane,1
35,hurricane,1
36,hurricane,1
37,hurricane,1
38,hurricane,1
39,hurricane,1
40,hurricane,1
41,hurricane,1
183,owl,1
184,owl,1
185,owl,1
186,owl,1
187,owl,1
188,owl,1
189,owl,1
190,owl,1
191,owl,1
192,owl,1
213,pyramid,1
214,pyramid,1
215,pyramid,1
216,pyramid,1
217,pyramid,1
218,pyramid,1
219,pyramid,1
220,pyramid,1
221,pyramid,1
222,pyramid,1
223,rock_climbing,1
224,rock_climbing,1
225,rock_climbing,1
226,rock_climbing,1
227,rock_climbing,1
228,rock_climbing,1
229,rock_climbing,1
230,rock_climbing,1
231,rock_climbing,1
232,rock_climbing,1
233,rock_climbing,1
0,skiing,1
234,skiing,1
235,skiing,1
236,skiing,1
237,skiing,1
238,skiing,1
239,skiing,1
240,skiing,1
241,skiing,1
242,skiing,1
112,tuxedo,1
113,tuxedo,1
114,tuxedo,1
115,tuxedo,1
116,tuxedo,1
117,tuxedo,1
118,tuxedo,1
119,tuxedo,1
120,tuxedo,1
121,tuxedo,1
141,bone_fracture,2
142,bone_fracture,2
143,bone_fracture,2
144,bone_fracture,2
145,bone_fracture,2
146,bone_fracture,2
147,bone_fracture,2
148,bone_fracture,2
149,bone_fracture,2
150,bone_fracture,2
151,bone_fracture,2
152,infection,2
153,infection,2
154,infection,2
155,infection,2
156,infection,2
157,infection,2
158,infection,2
159,infection,2
160,infection,2
161,infection,2
1,beekeeping,3
2,beekeeping,3
3,beekeeping,3
4,beekeeping,3
5,beekeeping,3
6,beekeeping,3
7,beekeeping,3
8,beekeeping,3
9,beekeeping,3
10,beekeeping,3
11,beekeeping,3
42,ice_cream,3
43,ice_cream,3
44,ice_cream,3
45,ice_cream,3
46,ice_cream,3
47,ice_cream,3
48,ice_cream,3
49,ice_cream,3
50,ice_cream,3
51,ice_cream,3
132,taste,3
133,taste,3
134,taste,3
135,taste,3
136,taste,3
137,taste,3
138,taste,3
139,taste,3
140,taste,3
62,astronaut,4
63,astronaut,4
64,astronaut,4
65,astronaut,4
66,astronaut,4
67,astronaut,4
68,astronaut,4
69,astronaut,4
70,astronaut,4
71,astronaut,4
122,blindness,4
123,blindness,4
124,blindness,4
125,blindness,4
126,blindness,4
127,blindness,4
128,blindness,4
129,blindness,4
130,blindness,4
131,blindness,4
72,computer_graphics,4
73,computer_graphics,4
74,computer_graphics,4
75,computer_graphics,4
76,computer_graphics,4
77,computer_graphics,4
78,computer_graphics,4
79,computer_graphics,4
80,computer_graphics,4
81,computer_graphics,4
12,dreams,4
13,dreams,4
14,dreams,4
15,dreams,4
16,dreams,4
17,dreams,4
18,dreams,4
19,dreams,4
20,dreams,4
21,dreams,4
22,gambling,4
23,gambling,4
24,gambling,4
25,gambling,4
26,gambling,4
27,gambling,4
28,gambling,4
29,gambling,4
30,gambling,4
31,gambling,4
82,law_school,4
83,law_school,4
84,law_school,4
85,law_school,4
86,law_school,4
87,law_school,4
88,law_school,4
89,law_school,4
90,law_school,4
91,law_school,4
162,opera,4
163,opera,4
164,opera,4
165,opera,4
166,opera,4
167,opera,4
168,opera,4
169,opera,4
170,opera,4
171,opera,4
172,opera,4
173,painter,4
174,painter,4
175,painter,4
176,painter,4
177,painter,4
178,painter,4
179,painter,4
180,painter,4
181,painter,4
182,painter,4
92,pharmacist,4
93,pharmacist,4
94,pharmacist,4
95,pharmacist,4
96,pharmacist,4
97,pharmacist,4
98,pharmacist,4
99,pharmacist,4
100,pharmacist,4
101,pharmacist,4
193,polar_bear,4
194,polar_bear,4
195,polar_bear,4
196,polar_bear,4
197,polar_bear,4
198,polar_bear,4
199,polar_bear,4
200,polar_bear,4
201,polar_bear,4
202,polar_bear,4
102,stress,4
103,stress,4
104,stress,4
105,stress,4
106,stress,4
107,stress,4
108,stress,4
109,stress,4
110,stress,4
111,stress,4
