,names,labels
152,infection,0
153,infection,0
154,infection,0
155,infection,0
156,infection,0
157,infection,0
158,infection,0
159,infection,0
160,infection,0
161,infection,0
72,computer_graphics,1
73,computer_graphics,1
74,computer_graphics,1
75,computer_graphics,1
76,computer_graphics,1
77,computer_graphics,1
78,computer_graphics,1
79,computer_graphics,1
80,computer_graphics,1
81,computer_graphics,1
173,painter,1
174,painter,1
175,painter,1
176,painter,1
177,painter,1
178,painter,1
179,painter,1
180,painter,1
181,painter,1
182,painter,1
112,tuxedo,1
113,tuxedo,1
114,tuxedo,1
115,tuxedo,1
116,tuxedo,1
117,tuxedo,1
118,tuxedo,1
119,tuxedo,1
120,tuxedo,1
121,tuxedo,1
162,opera,3
163,opera,3
164,opera,3
165,opera,3
166,opera,3
167,opera,3
168,opera,3
169,opera,3
170,opera,3
171,opera,3
172,opera,3
122,blindness,5
123,blindness,5
124,blindness,5
125,blindness,5
126,blindness,5
127,blindness,5
128,blindness,5
129,blindness,5
130,blindness,5
131,blindness,5
141,bone_fracture,5
142,bone_fracture,5
143,bone_fracture,5
144,bone_fracture,5
145,bone_fracture,5
146,bone_fracture,5
147,bone_fracture,5
148,bone_fracture,5
149,bone_fracture,5
150,bone_fracture,5
151,bone_fracture,5
52,lawn_mower,5
53,lawn_mower,5
54,lawn_mower,5
55,lawn_mower,5
56,lawn_mower,5
57,lawn_mower,5
58,lawn_mower,5
59,lawn_mower,5
60,lawn_mower,5
61,lawn_mower,5
102,stress,5
103,stress,5
104,stress,5
105,stress,5
106,stress,5
107,stress,5
108,stress,5
109,stress,5
110,stress,5
111,stress,5
132,taste,5
133,taste,5
134,taste,5
135,taste,5
136,taste,5
137,taste,5
138,taste,5
139,taste,5
140,taste,5
223,rock_climbing,6
224,rock_climbing,6
225,rock_climbing,6
226,rock_climbing,6
227,rock_climbing,6
228,rock_climbing,6
229,rock_climbing,6
230,rock_climbing,6
231,rock_climbing,6
232,rock_climbing,6
233,rock_climbing,6
62,astronaut,7
63,astronaut,7
64,astronaut,7
65,astronaut,7
66,astronaut,7
67,astronaut,7
68,astronaut,7
69,astronaut,7
70,astronaut,7
71,astronaut,7
1,beekeeping,7
2,beekeeping,7
3,beekeeping,7
4,beekeeping,7
5,beekeeping,7
6,beekeeping,7
7,beekeeping,7
8,beekeeping,7
9,beekeeping,7
10,beekeeping,7
11,beekeeping,7
82,law_school,7
83,law_school,7
84,law_school,7
85,law_school,7
86,law_school,7
87,law_school,7
88,law_school,7
89,law_school,7
90,law_school,7
91,law_school,7
92,pharmacist,7
93,pharmacist,7
94,pharmacist,7
95,pharmacist,7
96,pharmacist,7
97,pharmacist,7
98,pharmacist,7
99,pharmacist,7
100,pharmacist,7
101,pharmacist,7
203,castle,8
204,castle,8
205,castle,8
206,castle,8
207,castle,8
208,castle,8
209,castle,8
210,castle,8
211,castle,8
212,castle,8
183,owl,8
184,owl,8
185,owl,8
186,owl,8
187,owl,8
188,owl,8
189,owl,8
190,owl,8
191,owl,8
192,owl,8
193,polar_bear,8
194,polar_bear,8
195,polar_bear,8
196,polar_bear,8
197,polar_bear,8
198,polar_bear,8
199,polar_bear,8
200,polar_bear,8
201,polar_bear,8
202,polar_bear,8
213,pyramid,8
214,pyramid,8
215,pyramid,8
216,pyramid,8
217,pyramid,8
218,pyramid,8
219,pyramid,8
220,pyramid,8
221,pyramid,8
222,pyramid,8
12,dreams,9
13,dreams,9
14,dreams,9
15,dreams,9
16,dreams,9
17,dreams,9
18,dreams,9
19,dreams,9
20,dreams,9
21,dreams,9
22,gambling,9
23,gambling,9
24,gambling,9
25,gambling,9
26,gambling,9
27,gambling,9
28,gambling,9
29,gambling,9
30,gambling,9
31,gambling,9
32,hurricane,9
33,hurricane,9
34,hurricane,9
35,hurricane,9
36,hurricane,9
37,hurricane,9
38,hurricane,9
39,hurricane,9
40,hurricane,9
41,hurricane,9
42,ice_cream,9
43,ice_cream,9
44,ice_cream,9
45,ice_cream,9
46,ice_cream,9
47,ice_cream,9
48,ice_cream,9
49,ice_cream,9
50,ice_cream,9
51,ice_cream,9
0,skiing,10
234,skiing,10
235,skiing,10
236,skiing,10
237,skiing,10
238,skiing,10
239,skiing,10
240,skiing,10
241,skiing,10
242,skiing,10
